b,T,B_eff,B_over_kT,error_rate,crossing_rate,mean_drift,event_cost,flux_cost,maintain_cost,is_flux_driven
3.6818181818181817,2.011111111111111,3.3889463,1.6851115,0.02288,0.0026176,0.3809264542981982,0.07753909,0.7660854247552653,0.7660854247552653,True
3.6818181818181817,2.2555555555555555,3.3889463,1.5024885,0.0372208,0.003352,0.43714306800067426,0.12613928,0.9860004756015208,0.9860004756015208,True
3.6818181818181817,2.5,3.3889463,1.3555785,0.0435456,0.0045736,0.47379289407283065,0.1475737,1.1844822351820765,1.1844822351820765,True
4.0,0.3,4.0,13.333333,0.0,0.0,0.10746364601701498,0.0,0.03223909380510449,0.03223909380510449,True
4.0,0.5444444444444445,4.0,7.346939,0.0,7.2e-06,0.15022649243101477,0.0,0.08178997921244138,0.08178997921244138,True
4.0,0.788888888888889,4.0,5.0704226,0.0003648,5.36e-05,0.18672695943713188,0.0014592,0.14730682355595962,0.14730682355595962,True
4.0,1.0333333333333334,4.0,3.8709679,0.0018992,0.0002864,0.22453986188024283,0.0075968,0.23202452394291762,0.23202452394291762,True
4.0,1.277777777777778,4.0,3.1304348,0.0051384,0.0006464,0.26295476096868514,0.0205536,0.3359977501266533,0.3359977501266533,True
4.0,1.5222222222222224,4.0,2.627737,0.0079384,0.0010416,0.299328265093267,0.0317536,0.45564413686419536,0.45564413686419536,True
4.0,1.7666666666666668,4.0,2.264151,0.013188,0.0017936,0.3357753160968423,0.052752,0.5932030584377548,0.5932030584377548,True
4.0,2.011111111111111,4.0,1.9889504,0.0229248,0.002136,0.3786429644301534,0.0916992,0.7614930729095307,0.7614930729095307,True
4.0,2.2555555555555555,4.0,1.773399,0.027248,0.002828,0.41355714409798383,0.108992,0.9328011139098968,0.9328011139098968,True
4.0,2.5,4.0,1.6,0.033812,0.0031496,0.4382904527038336,0.135248,1.095726131759584,1.095726131759584,True
